City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
202,alberton,46.8168,-64.0654,137.90000000000003,96,65,7.17,CA,1681447775
203,poya,-21.35,165.15,147.08333333333334,93,100,1.3,NC,1681447776
204,guerrero negro,27.9769,-114.0611,141.72222222222223,70,5,6.83,MX,1681447776
205,bonfim,3.0833,-59.95,149.48333333333335,58,72,3.39,BR,1681447776
206,simbahan,6.3032,120.5836,149.38333333333333,71,37,1.52,PH,1681447777
207,minbu,20.1833,94.8833,155.7166666666667,18,4,1.36,MM,1681447777
208,te anau,-45.4167,167.7167,142.42777777777778,71,9,0.92,NZ,1681447778
209,kendari,-3.945,122.4989,149.39444444444447,79,99,4.53,ID,1681447778
210,verkhnevilyuysk,63.4453,120.3167,133.84444444444446,91,31,2.96,RU,1681447778
211,lagoa,39.05,-27.9833,142.82222222222222,84,57,4.76,PT,1681447779
212,hirado,33.3597,129.5531,141.80555555555557,79,100,4.35,JP,1681447779
213,san matias,-16.3667,-58.4,146.9666666666667,92,89,1.38,BO,1681447779
214,acapulco,16.8634,-99.8901,148.91666666666669,69,0,3.6,MX,1681447639
